"LOCATION,""INDICATOR"",""SUBJECT"",""MEASURE"",""FREQUENCY"",""TIME"",""Value"",""Flag Codes"""
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-07"",2.75,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-08"",2.17,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-09"",1.83,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-10"",1.9,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-11"",1.69,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-12"",1.68,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-01"",1.7,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-02"",1.89,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-03"",1.95,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-04"",1.82,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-05"",1.51,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-06"",1.45,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-07"",1.33,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-08"",1.44,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-09"",1.51,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-10"",1.54,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-11"",1.46,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-12"",1.51,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-01"",1.8,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-02"",2,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-03"",1.92,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-04"",1.66,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-05"",1.79,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-06"",2.05,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-07"",2.16,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-08"",2.34,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-09"",2.6,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-10"",2.44,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-11"",2.3,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-12"",2.39,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-01"",2.37,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-02"",2.23,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-03"",2.16,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-04"",2.06,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-05"",1.88,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-06"",1.8,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-07"",1.6,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-08"",1.58,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-09"",1.51,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-10"",1.3,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-11"",1.14,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-12"",1.01,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-01"",0.78,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-02"",0.62,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-03"",0.58,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-04"",0.34,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-05"",0.75,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-06"",0.99,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-07"",0.81,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-08"",0.66,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-09"",0.71,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-10"",0.66,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-11"",0.8,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-12"",0.93,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-01"",0.77,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-02"",0.77,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-03"",0.82,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-04"",0.81,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-05"",0.77,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-06"",0.52,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-07"",0.17,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-08"",0.1,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-09"",0.22,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-10"",0.24,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-11"",0.43,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-12"",0.61,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-01"",0.65,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-02"",0.66,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-03"",0.69,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-04"",0.57,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-05"",0.56,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-06"",0.46,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-07"",0.66,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-08"",0.63,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-09"",0.62,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-10"",0.88,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-11"",0.76,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-12"",0.72,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-01"",0.85,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-02"",0.91,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-03"",0.77,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-04"",0.71,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-05"",0.66,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-06"",0.55,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-07"",0.51,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-08"",0.52,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-09"",0.6,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-10"",0.67,"
"SWE,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-11"",0.6,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-03"",9.62,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-04"",9.53,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-05"",9.22,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-06"",9.19,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-07"",9.08,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-08"",8.95,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-09"",8.91,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-10"",8.91,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-11"",7.1,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-12"",6.65,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2003-01"",6.65,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2003-02"",6.65,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2003-03"",6.65,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2003-04"",6.65,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2003-05"",6.65,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2003-06"",6.65,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2003-07"",6.65,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2003-08"",6.65,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2003-09"",6.65,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2003-10"",6.16,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2003-11"",5.54,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2003-12"",5.27,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2004-01"",5.14,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2004-02"",5.01,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2004-03"",4.99,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2004-04"",4.83,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2004-05"",4.77,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2004-06"",4.69,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2004-07"",4.65,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2004-08"",4.66,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2004-09"",4.63,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2004-10"",4.47,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2004-11"",4.3,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2004-12"",4.07,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-01"",3.87,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-02"",3.92,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-03"",3.88,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-04"",3.95,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-05"",3.92,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-06"",3.9,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-07"",3.78,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-08"",3.79,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-09"",3.74,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-10"",3.62,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-11"",3.62,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-12"",3.69,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-01"",3.73,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-02"",3.72,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-03"",3.79,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-04"",3.73,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-05"",3.73,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-06"",3.87,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-07"",3.86,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-08"",3.92,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-09"",3.98,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-10"",4.02,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-11"",3.99,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-12"",3.9,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-01"",4.23,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-02"",4.34,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-03"",4.34,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-04"",4.41,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-05"",4.49,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-06"",4.79,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-07"",4.72,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-08"",4.82,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-09"",4.68,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-10"",4.58,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-11"",4.4,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-12"",4.55,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-01"",4.39,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-02"",4.32,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-03"",4.33,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-04"",4.47,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-05"",4.61,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-06"",4.95,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-07"",5.02,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-08"",4.68,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-09"",4.68,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-10"",4.66,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-11"",4.61,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-12"",4.56,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-01"",4.7,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-02"",4.87,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-03"",4.71,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-04"",4.77,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-05"",4.76,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-06"",4.69,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-07"",4.33,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-08"",4.07,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-09"",3.96,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-10"",3.86,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-11"",3.87,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-12"",3.91,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-01"",4,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-02"",3.84,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-03"",3.94,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-04"",3.94,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-05"",3.82,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-06"",3.83,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-07"",3.87,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-08"",3.67,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-09"",3.64,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-10"",3.56,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-11"",3.77,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-12"",4.11,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-01"",4.29,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-02"",4.26,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-03"",4.3,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-04"",4.53,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-05"",4.43,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-06"",4.58,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-07"",4.89,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-08"",4.99,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-09"",4.86,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-10"",5.16,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-11"",6.46,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-12"",6.9,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-01"",6.74,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-02"",5.73,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-03"",5.08,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-04"",5.27,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-05"",5.28,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-06"",5.63,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-07"",6.34,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-08"",6.81,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-09"",6.32,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-10"",5.74,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-11"",5.43,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-12"",5.33,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-01"",4.81,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-02"",4.88,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-03"",5.09,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-04"",5.93,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-05"",5.35,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-06"",6.38,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-07"",6.58,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-08"",6.51,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-09"",6.56,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-10"",6.47,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-11"",5.91,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-12"",5.27,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-01"",4.73,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-02"",4.43,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-03"",3.85,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-04"",3.52,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-05"",3.39,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-06"",3.13,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-07"",3.16,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-08"",3.09,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-09"",2.66,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-10"",2.63,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-11"",2.54,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-12"",2.11,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-01"",1.75,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-02"",1.32,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-03"",0.99,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-04"",1.06,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-05"",1.59,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-06"",2.13,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-07"",2.43,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-08"",2.07,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-09"",2.07,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-10"",1.8,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-11"",1.66,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-12"",1.61,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-01"",1.61,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-02"",1.59,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-03"",1.48,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-04"",1.37,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-05"",1.41,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-06"",1.36,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-07"",0.95,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-08"",0.8,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-09"",0.75,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-10"",0.62,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-11"",0.89,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-12"",0.96,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-01"",0.99,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-02"",1.01,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-03"",0.99,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-04"",1,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-05"",0.98,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-06"",0.86,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-07"",1.15,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-08"",1.09,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-09"",0.98,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-10"",0.97,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-11"",0.81,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-12"",0.69,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-01"",0.88,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-02"",1.14,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-03"",1.11,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-04"",0.89,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-05"",0.96,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-06"",0.99,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-07"",0.79,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-08"",0.77,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-09"",0.75,"
"SVN,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-10"",0.92,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2000-05"",6.44,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2000-06"",6.1,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2000-07"",6.05,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2000-08"",5.83,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2000-09"",5.8,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2000-10"",5.74,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2000-11"",5.72,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2000-12"",5.24,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2001-01"",5.16,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2001-02"",5.1,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2001-03"",4.89,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2001-04"",5.14,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2001-05"",5.39,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2001-06"",5.28,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2001-07"",5.24,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2001-08"",4.97,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2001-09"",4.73,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2001-10"",4.57,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2001-11"",4.65,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2001-12"",5.09,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-01"",5.04,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-02"",4.91,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-03"",5.28,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-04"",5.21,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-05"",5.16,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-06"",4.93,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-07"",4.65,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-08"",4.26,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-09"",3.87,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-10"",3.94,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-11"",4.05,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-12"",4.03,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2003-01"",4.05,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2003-02"",3.9,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2003-03"",3.81,"
"USA,""LTINT"",""TOT"",""PC_PA"",""M"",""2003-04"",3.96,"
